,word,transcript,neighbours
716,"['т', 'р', 'у', 'п']","['t', 'r', 'u', 'p']","[['t', 'r', 'u', 't'], ['t', 'r', 'u', 'p'], ['t', 'r', 'u', 's']]"
717,"['ш', 'т', 'а', 'б']","['sh', 't', 'a', 'p']",[]
718,"['н', 'а', 'м']","['n', 'a', 'm']","[['s', 'a', 'm'], ['n', 'a', 't'], [""n'"", 'o', 'm'], ['n', 'a'], ['n', 'a', 'sh'], [""n'"", 'i', 'm'], ['d', 'a', 'm'], ['v', 'a', 'm'], ['n', 'a', 's'], ['t', 'a', 'm']]"
719,"['п', 'ь', 'е', 'р']","[""p'"", 'j', 'e', 'r']","[[""p'"", 'j', 'e', 's'], [""p'"", 'j', 'e', 't']]"
720,"['б', 'ь', 'ю', 'т']","[""b'"", 'j', 'u', 't']","[[""b'"", 'j', 'o', 't'], [""p'"", 'j', 'u', 't']]"
721,"['ж', 'д', 'у']","['zh', 'd', 'u']","[['zh', ""d'"", 'i'], ['zh', 'd', 'u', 't']]"
722,"['и', 'л', 'ь']","['i', ""l'""]","[['a', ""l'""], [""m'"", 'i', ""l'""], ['i', 'sh']]"
723,"['с', 'п', 'а', 'с']","['s', 'p', 'a', 's']","[['s', 'p', 'a', 'l']]"
724,"['ф', 'р', 'а', 'з']","['f', 'r', 'a', 's']","[['r', 'a', 's'], ['v', 'r', 'a', 's']]"
725,"['п', 'о', 'л']","['p', 'o', 'l']","[['p', 'o', 't'], ['p', 'o', 'p'], ['p', 'o', 'l', 'k'], ['p', 'o', 'r'], ['p', 'o'], [""p'"", 'e', 'l'], ['p', 'a', 'l'], ['m', 'o', 'l'], [""p'"", 'i', 'l'], ['p', 'o', 't']]"
726,"['т', 'р', 'у', 'п']","['t', 'r', 'u', 'p']","[['t', 'r', 'u', 't'], ['t', 'r', 'u', 'p'], ['t', 'r', 'u', 's']]"
727,"['в', 'а', 'м']","['v', 'a', 'm']","[['s', 'a', 'm'], ['v', 'a', 'sh'], ['v', 'a', 'n'], ['v', 'a', 's'], ['d', 'a', 'm'], ['t', 'a', 'm'], ['n', 'a', 'm']]"
728,"['т', 'о', 'м']","['t', 'o', 'm']","[[""t'"", 'e', 'm'], ['t', 'o', 'j'], ['d', 'o', 'm'], ['t', 'a', 'm'], ['t', 'o'], ['t', 'o', 'n'], ['r', 't', 'o', 'm'], ['t', 'o', 'k'], ['k', 'o', 'm'], ['t', 'o', 't'], [""t'"", 'i', 'm']]"
729,"['в', 'о', 'р']","['v', 'o', 'r']","[['h', 'o', 'r'], ['v', 'o', 's'], ['v', 'o', 't'], ['v', 'o', 't'], ['v', 'o'], ['g', 'o', 'r'], ['p', 'o', 'r'], ['v', 'o', 'j'], ['v', 'z', 'o', 'r'], ['d', 'v', 'o', 'r'], ['b', 'o', 'r'], ['v', 'o', 'n']]"
730,"['д', 'а', 'й']","['d', 'a', 'j']","[['d', 'a', 'f'], ['d', 'a', 'n'], ['d', 'a', 'k'], ['d', 'a'], ['d', 'a', 'r'], ['m', 'a', 'j'], ['d', 'a', 'm'], ['d', 'a', 'l'], ['r', 'a', 'j'], ['a', 'j'], ['ch', 'a', 'j']]"
731,"['ж', 'е', 'р', 'т', 'в']","['zh', 'e', 'r', 't', 'f']","[[""m'"", 'e', 'r', 't', 'f']]"
732,"['б', 'и', 'л']","[""b'"", 'i', 'l']","[['b', 'a', 'l'], [""m'"", 'i', 'l'], ['z', ""b'"", 'i', 'l'], ['b', 'y', 'l'], ['zh', 'y', 'l'], [""s'"", 'i', 'l'], [""p'"", 'i', 'l']]"
733,"['м', 'и', 'л', 'ь']","[""m'"", 'i', ""l'""]","[[""m'"", 'i', 'l'], ['i', ""l'""]]"
734,"['б', 'л', 'о', 'к']","['b', 'l', 'o', 'k']","[['b', 'o', 'k']]"
735,"['в', 'д', 'а', 'л', 'ь']","['v', 'd', 'a', ""l'""]","[['d', 'a', ""l'""], ['v', 'd', 'o', ""l'""]]"
736,"['в', 'з', 'а', 'д']","['v', 'z', 'a', 't']",[]
737,"['ж', 'д', 'у', 'т']","['zh', 'd', 'u', 't']","[['zh', ""d'"", 'e', 't'], ['zh', 'd', 'u'], ['zh', ""d'"", 'o', 't']]"
738,"['з', 'я', 'т', 'ь']","[""z'"", 'a', ""t'""]","[[""p'"", 'a', ""t'""], ['v', ""z'"", 'a', ""t'""]]"
739,"['с', 'о', 'л', 'ь']","['s', 'o', ""l'""]","[['n', 'o', ""l'""], ['s', 'k', 'o', ""l'""], ['s', 't', 'o', ""l'""], ['t', 'o', ""l'""], ['k', 'o', ""l'""], ['r', 'o', ""l'""], ['b', 'o', ""l'""]]"
740,"['р', 'у', 'с', 'ь']","['r', 'u', ""s'""]","[['g', 'u', ""s'""], ['r', 'u', ""l'""]]"
741,"['в', 'е', 'с']","[""v'"", 'e', 's']","[[""l'"", 'e', 's'], [""v'"", 'e', ""s'""], [""b'"", 'e', 's'], ['v', 'a', 's'], [""v'"", 'e', 'k']]"
742,"['в', 'н', 'ё', 'с']","['v', ""n'"", 'o', 's']","[[""n'"", 'o', 's']]"
743,"['в', 'р', 'ё', 'т']","['v', ""r'"", 'o', 't']",[]
744,"['в', 'р', 'е', 'д']","['v', ""r'"", 'e', 't']","[['b', ""r'"", 'e', 't'], ['p', ""r'"", 'e', 't'], ['v', ""r'"", 'a', 't']]"
745,"['ж', 'а', 'р']","['zh', 'a', 'r']","[['p', 'a', 'r'], ['zh', 'a', 'n', 'r'], ['d', 'a', 'r'], ['zh', 'a', 'n'], ['sh', 'a', 'r']]"
746,"['н', 'е']","[""n'"", 'e']","[['zh', 'e'], ['v', ""n'"", 'e'], [""n'"", 'e', 't'], [""t'"", 'e'], ['j', 'e'], ['n', 'a'], [""s'"", ""n'"", 'e'], ['n', 'o'], [""n'"", 'e', 'j'], ['n', 'u'], [""d'"", 'e'], [""s'"", 'e'], [""n'"", 'i'], ['m', ""n'"", 'e'], [""d'"", ""n'"", 'e']]"
747,"['п', 'ь', 'ё', 'т']","[""p'"", 'j', 'o', 't']","[[""b'"", 'j', 'o', 't'], [""p'"", 'j', 'u', 't'], [""p'"", 'j', 'e', 't']]"
748,"['п', 'о', 'т']","['p', 'o', 't']","[['o', 't'], ['p', 'o', 'r', 't'], ['k', 'o', 't'], ['p', 'o', 'p'], ['p', 'o', 's', 't'], ['s', 'o', 't'], ['v', 'o', 't'], ['r', 'o', 't'], ['p', 'o'], ['p', 'o', 'r'], ['p', 'o', 'l'], ['t', 'o', 't'], ['p', 'o', 't']]"
749,"['с', 'п', 'о', 'р', 'т']","['s', 'p', 'o', 'r', 't']","[['s', 'o', 'r', 't'], ['p', 'o', 'r', 't'], ['s', ""p'"", 'i', 'r', 't'], ['s', 'p', 'o', 'r']]"
750,"['с', 'т', 'р', 'а', 'с', 'т', 'ь']","['s', 't', 'r', 'a', ""s'"", ""t'""]",[]
751,"['в', 'р', 'а', 'т', 'ь']","['v', 'r', 'a', ""t'""]","[['b', 'r', 'a', ""t'""]]"
752,"['н', 'о', 'ж']","['n', 'o', 'sh']","[['n', 'o', 's'], ['n', 'o', 'k'], ['n', 'o']]"
753,"['р', 'ы', 'б']","['r', 'y', 'p']","[['r', 'a', 'p'], ['r', 'u', 'p']]"
754,"['т', 'ь', 'ф', 'у']","[""t'"", 'f', 'u']","[[""t'"", 'm', 'u']]"
755,"['т', 'е', 'м']","[""t'"", 'e', 'm']","[['j', 'e', 'm'], [""t'"", 'e', 'h'], [""t'"", 'e'], [""t'"", 'e', 'l'], ['ch', 'e', 'm'], [""t'"", 'i', 'm'], [""k'"", 'e', 'm'], ['t', 'o', 'm'], ['t', 'a', 'm'], [""t'"", 'e', 'm', 'p'], [""s'"", 'e', 'm']]"
756,"['е', 'й']","['j', 'e', 'j']","[['j', 'e', 'l'], ['j', 'e', 'm'], ['ch', 'e', 'j'], ['j', 'e'], [""s'"", 'e', 'j'], [""p'"", 'e', 'j'], [""n'"", 'e', 'j'], ['o', 'j'], [""b'"", 'e', 'j'], ['a', 'j'], ['e', 'j']]"
757,"['с', 'т', 'р', 'о', 'й']","['s', 't', 'r', 'o', 'j']","[['s', 't', 'r', 'o', 'k'], ['s', 't', 'o', 'j']]"
758,"['б', 'р', 'а', 'к']","['b', 'r', 'a', 'k']","[['b', 'r', 'a', 't'], ['m', 'r', 'a', 'k'], ['b', 'r', 'a', 'l'], ['r', 'a', 'k']]"
759,"['б', 'р', 'е', 'д']","['b', ""r'"", 'e', 't']","[[""b'"", 'e', 't'], ['p', ""r'"", 'e', 't'], ['v', ""r'"", 'e', 't']]"
760,"['г', 'а', 'з']","['g', 'a', 's']","[['g', 'l', 'a', 's'], ['r', 'a', 's'], ['g', 'a', 't']]"
761,"['г', 'н', 'е', 'в']","['g', ""n'"", 'e', 'f']",[]
762,"['д', 'а', 'в']","['d', 'a', 'f']","[['d', 'a', 'n'], ['d', 'a', 'k'], ['d', 'a'], ['d', 'a', 'r'], ['d', 'a', 'm'], ['d', 'a', 'l'], ['d', 'a', 'j']]"
763,"['д', 'ы', 'м']","['d', 'y', 'm']","[['d', 'a', 'm'], ['d', 'o', 'm'], ['d', 'u', 'm']]"
764,"['п', 'т', 'и', 'ц']","['p', ""t'"", 'i', 'c']",[]
765,"['с', 'е', 'т', 'ь']","[""s'"", 'e', ""t'""]","[[""s'"", 'e', ""s'"", ""t'""], [""s'"", 'e', ""m'""], ['s', 'u', ""t'""], [""p'"", 'e', ""t'""]]"
766,"['с', 'к', 'а', 'л']","['s', 'k', 'a', 'l']","[['s', 'p', 'a', 'l'], ['z', 'd', 'a', 'l'], ['s', 't', 'a', 'l'], ['zh', 'a', 'l']]"
767,"['с', 'л', 'е', 'д']","['s', ""l'"", 'e', 't']","[['s', ""l'"", 'e', 's'], ['f', 's', ""l'"", 'e', 't'], [""l'"", 'e', 't']]"
768,"['с', 'м', 'е', 'л']","['s', ""m'"", 'e', 'l']","[['s', ""m'"", 'e', 'j'], ['s', 'j', 'e', 'l'], ['s', ""m'"", 'e', 'h'], [""s'"", 'e', 'l']]"
769,"['с', 'п', 'л', 'ю']","['s', 'p', ""l'"", 'u']",[]
770,"['т', 'и', 'п']","[""t'"", 'i', 'p']","[[""t'"", 'i', 'm']]"
771,"['щ', 'е', 'л', 'ь']","['sc', 'e', ""l'""]","[['c', 'e', ""l'""]]"
772,"['л', 'ь', 'д', 'о', 'м']","[""l'"", 'd', 'o', 'm']",[]
773,"['п', 'л', 'е', 'ч']","['p', ""l'"", 'e', 'ch']","[['p', 'l', 'a', 'ch'], ['p', ""l'"", 'e', 'n']]"
774,"['с', 'ъ', 'е', 'с', 'т', 'ь']","['s', 'j', 'e', ""s'"", ""t'""]","[[""s'"", 'e', ""s'"", ""t'""]]"
775,"['п', 'е', 'т', 'ь']","[""p'"", 'e', ""t'""]","[['p', 'u', ""t'""], [""p'"", 'e', 'ch'], [""s'"", 'e', ""t'""], [""p'"", 'a', ""t'""], [""p'"", 'i', ""t'""]]"
776,"['в', 'с', 'е']","['f', ""s'"", 'e']","[['v', ""n'"", 'e'], ['f', ""s'"", 'u'], ['f', ""s'"", 'e', 'h'], ['f', ""s'"", 'e', 'm'], [""s'"", 'e'], ['f', ""s'"", 'e', 'j'], ['f', ""s'"", 'a'], ['f', ""s'"", 'o']]"
777,"['м', 'а', 'р', 'к', 'с']","['m', 'a', 'r', 'k', 's']","[['m', 'a', 'r', 'k'], ['m', 'a', 'k', 's']]"
778,"['н', 'а', 'п', 'р']","['n', 'a', 'p', 'r']",[]
779,"['п', 'е', 'й']","[""p'"", 'e', 'j']","[['ch', 'e', 'j'], [""s'"", 'e', 'j'], ['j', 'e', 'j'], [""n'"", 'e', 'j'], [""p'"", 'e', 'l'], [""b'"", 'e', 'j']]"
780,"['м', 'э', 'р']","['m', 'e', 'r']","[[""m'"", 'i', 'r'], ['s', 'e', 'r'], [""m'"", 'e', 'r']]"
781,"['к', 'л', 'и', 'м']","['k', ""l'"", 'i', 'm']",[]
782,"['в', 'е', 'с', 'т', 'ь']","[""v'"", 'e', ""s'"", ""t'""]","[[""v'"", 'e', ""s'""], ['ch', 'e', ""s'"", ""t'""], [""s'"", 'e', ""s'"", ""t'""], ['j', 'e', ""s'"", ""t'""], ['sh', 'e', ""s'"", ""t'""], [""m'"", 'e', ""s'"", ""t'""]]"
783,"['в', 'з', 'о', 'р']","['v', 'z', 'o', 'r']","[['v', 'z', 'd', 'o', 'r'], ['v', 'o', 'r']]"
784,"['г', 'л', 'у', 'б', 'ь']","['g', 'l', 'u', ""p'""]","[['v', 'g', 'l', 'u', ""p'""]]"
785,"['п', 'а', 'л']","['p', 'a', 'l']","[['b', 'a', 'l'], ['s', 'p', 'a', 'l'], ['p', 'a', 'n'], ['m', 'a', 'l'], ['p', 'a', 'r'], ['f', 'p', 'a', 'l'], ['z', 'a', 'l'], ['d', 'a', 'l'], [""p'"", 'e', 'l'], ['p', 'o', 'l'], [""p'"", 'i', 'l']]"
786,"['с', 'о', 'т']","['s', 'o', 't']","[['p', 'o', 't'], ['o', 't'], ['v', 'o', 't'], ['s', 'k', 'o', 't'], ['r', 'o', 't'], ['s', 'o'], ['s', 'o', 'r', 't'], ['s', 'o', 'n'], ['t', 'o', 't'], ['s', 'o', 'k'], ['k', 'o', 't']]"
787,"['с', 'т', 'и', 'л', 'ь']","[""s'"", ""t'"", 'i', ""l'""]","[['s', 't', 'o', ""l'""]]"
788,"['ф', 'л', 'а', 'г']","['f', 'l', 'a', 'k']","[['b', 'l', 'a', 'k']]"
789,"['ф', 'у']","['f', 'u']","[['t', 'u'], ['u'], ['n', 'u']]"
790,"['б', 'ь', 'ё', 'т']","[""b'"", 'j', 'o', 't']","[[""b'"", 'j', 'u', 't'], [""p'"", 'j', 'o', 't']]"
791,"['в', 'о', 'н']","['v', 'o', 'n']","[['v', 'o', 'j', 'n'], ['v', 'o', 'l', 'n'], ['v', 'o', 'r'], ['v', 'o', 's'], [""v'"", 'i', 'n'], ['t', 'o', 'n'], ['v', 'o', 't'], ['z', 'v', 'o', 'n'], ['v', 'a', 'n'], ['v', 'o', 't'], ['v', 'o'], ['v', 'o', 'j'], ['z', 'o', 'n'], ['o', 'n'], ['d', 'o', 'n'], ['f', 'o', 'n'], ['s', 'o', 'n']]"
792,"['з', 'л', 'о']","['z', 'l', 'o']","[['z', 'l', 'o', 'm'], ['z', 'l', 'o', 'j'], ['z', 'l', 'a'], ['z', 'l', 'u'], ['sh', 'l', 'o']]"
793,"['т', 'р', 'у', 'с']","['t', 'r', 'u', 's']","[['t', 'r', 'u', 't'], ['t', 'r', 'u', 'p'], ['t', 'r', 'u', 'p']]"
794,"['и', 'г', 'р']","['i', 'g', 'r']",[]
795,"['н', 'а', 'с']","['n', 'a', 's']","[['n', 'a', 't'], ['n', 'o', 's'], ['n', 'a'], ['n', 'a', 'sh'], ['ch', 'a', 's'], ['v', 'a', 's'], [""n'"", 'o', 's'], ['b', 'a', 's'], ['n', 'a', 'm']]"
796,"['м', 'я', 'ч']","[""m'"", 'a', 'ch']","[[""m'"", 'e', 'ch'], [""m'"", 'a']]"
797,"['в', 'о']","['v', 'o']","[['v', 'y'], ['v', 'o', 'r'], ['k', 'o'], ['v', 'o', 's'], ['o'], ['n', 'o'], ['t', 'o'], ['v', 'o', 't'], ['b', 'o'], ['v', 'o', 't'], ['d', 'o'], ['v', 'o', 'j'], ['p', 'o'], ['s', 'o'], ['v', 'o', 'n']]"
798,"['л', 'б', 'а']","['l', 'b', 'a']","[['l', 'a'], ['b', 'a'], ['l', 'b', 'u']]"
799,"['п', 'а', 'р', 'к']","['p', 'a', 'r', 'k']","[['m', 'a', 'r', 'k'], ['p', 'a', 'r']]"
800,"['п', 'ь', 'ю']","[""p'"", 'j', 'u']","[[""p'"", 'j', 'u', 't']]"
801,"['п', 'у', 'н', 'к', 'т']","['p', 'u', 'n', 'k', 't']",[]
802,"['с', 'е', 'й']","[""s'"", 'e', 'j']","[['ch', 'e', 'j'], [""p'"", 'e', 'j'], ['j', 'e', 'j'], [""n'"", 'e', 'j'], [""s'"", 'e'], ['f', ""s'"", 'e', 'j'], [""s'"", 'e', 'l'], [""b'"", 'e', 'j'], ['s', ""m'"", 'e', 'j'], [""s'"", 'e', 'm']]"
803,"['с', 'л', 'о', 'й']","['s', 'l', 'o', 'j']","[['s', 't', 'o', 'j'], ['s', 'v', 'o', 'j'], ['z', 'l', 'o', 'j'], ['s', 'l', 'o', 'f'], ['s', 'l', 'o', 'n']]"
804,"['с', 'ц', 'е', 'н']","['s', 'c', 'e', 'n']","[['c', 'e', 'n'], [""s'"", ""t'"", 'e', 'n']]"
805,"['у', 'с', 'т']","['u', 's', 't']","[['u', 's'], ['j', 'e', 's', 't'], ['k', 'u', 's', 't'], ['p', 'u', 's', 't']]"
806,"['ц', 'и', 'ф', 'р']","['c', 'y', 'f', 'r']",[]
807,"['б', 'ы', 'т']","['b', 'y', 't']","[['b', 'y', 'f'], ['b', 'y', 'k'], ['b', 'y'], ['b', 'y', 'l'], ['b', 'y', ""t'""]]"
808,"['п', 'ь', 'е', 'с']","[""p'"", 'j', 'e', 's']","[[""p'"", 'j', 'e', 'r'], [""p'"", 'j', 'e', 't']]"
809,"['р', 'и', 'м']","[""r'"", 'i', 'm']","[[""r'"", 'i', 's'], [""r'"", 'i', 't', 'm'], [""n'"", 'i', 'm'], [""s'"", 'i', 'm'], ['i', 'm'], [""t'"", 'i', 'm']]"
810,"['ч', 'е', 'р', 'т']","['ch', 'e', 'r', 't']","[['ch', 'o', 'r', 't']]"
811,"['р', 'а', 'з']","['r', 'a', 's']","[['r', 'a', 'n'], ['r', 'a', 'k'], ['r', 'a', 't'], ['r', 'o', 's'], ['v', 'r', 'a', 's'], ['g', 'a', 's'], ['f', 'r', 'a', 's'], ['r', 'a', 'j'], ['r', 'a', 'p']]"
812,"['ф', 'р', 'о', 'н', 'т']","['f', 'r', 'o', 'n', 't']",[]
813,"['ш', 'а', 'р']","['sh', 'a', 'r']","[['sh', 'a', 'h'], ['p', 'a', 'r'], ['d', 'a', 'r'], ['sh', 'a', 'k'], ['zh', 'a', 'r']]"
814,"['м', 'о', 'г']","['m', 'o', 'k']","[[""m'"", 'i', 'k'], ['m', 'o', 'j'], ['n', 'o', 'k'], ['m', 'o', 'z', 'k'], ['s', 'm', 'o', 'k'], ['m', 'o', 'l'], ['b', 'o', 'h']]"
815,"['л', 'ь', 'д', 'у']","[""l'"", 'd', 'u']","[[""l'"", 'd', 'a']]"
816,"['м', 'ы', 'ш', 'ц']","['m', 'y', 'sh', 'c']","[['m', 'y', 'sh']]"
817,"['в', 'х', 'о', 'д']","['f', 'h', 'o', 't']","[['v', 'o', 't'], ['h', 'o', 't']]"
818,"['г', 'л', 'у', 'п']","['g', 'l', 'u', 'p']",[]
819,"['д', 'н', 'о', 'м']","['d', 'n', 'o', 'm']","[['d', 'o', 'm'], [""d'"", ""n'"", 'a', 'm'], ['s', 'n', 'o', 'm'], ['d', 'n', 'o'], [""d'"", ""n'"", 'o', 'm']]"
820,"['д', 'р', 'о', 'в']","['d', 'r', 'o', 'f']",[]
821,"['д', 'у', 'л']","['d', 'u', 'l']","[[""d'"", 'e', 'l'], ['d', 'u', 'p'], ['d', 'u', 'h'], ['d', 'u', 'm'], ['d', 'a', 'l'], ['g', 'u', 'l'], ['d', 'u', 'sh']]"
822,"['п', 'а', 'р', 'к']","['p', 'a', 'r', 'k']","[['m', 'a', 'r', 'k'], ['p', 'a', 'r']]"
823,"['п', 'л', 'а', 'ч']","['p', 'l', 'a', 'ch']","[['p', 'l', 'a', 'n'], ['p', 'l', 'a', 'ch'], ['p', ""l'"", 'e', 'ch'], ['p', 'l', 'a', 'sc']]"
824,"['р', 'а', 'н']","['r', 'a', 'n']","[['d', 'a', 'n'], ['r', 'a', 'k'], ['a', 'n'], ['r', 'a', 's'], ['p', 'a', 'n'], ['v', 'a', 'n'], ['r', 'a', 't'], ['s', 'a', 'n'], ['zh', 'a', 'n'], ['k', 'r', 'a', 'n'], ['h', 'a', 'n'], ['r', 'a', 'j'], ['r', 'a', 'p']]"
825,"['с', 'т', 'а', 'в']","['s', 't', 'a', 'f']","[['s', 't', 'a', 'n'], ['s', 't', 'a'], ['f', 's', 't', 'a', 'f'], ['s', 't', 'a', 'r'], ['s', 't', 'a', 'l']]"
826,"['у', 'х']","['u', 'h']","[['u', 'sh'], ['o', 'h'], ['u', 's'], ['u'], ['e', 'h'], ['d', 'u', 'h'], ['u', 'm'], ['a', 'h'], ['i', 'h'], ['m', 'u', 'h']]"
827,"['л', 'б', 'у']","['l', 'b', 'u']","[['l', 'b', 'a']]"
828,"['м', 'ы', 'ш', 'ь']","['m', 'y', 'sh']","[['m', 'y', ""t'""], ['m', 'y', 'sh', 'c']]"
829,"['п', 'и', 'р']","[""p'"", 'i', 'r']","[[""m'"", 'i', 'r'], ['p', 'a', 'r'], [""p'"", 'i', 'l'], ['p', 'o', 'r']]"
830,"['п', 'о', 'р', 'т']","['p', 'o', 'r', 't']","[['p', 'o', 't'], ['s', 'p', 'o', 'r', 't'], ['b', 'o', 'r', 't'], ['p', 'o', 's', 't'], ['p', 'o', 'r'], ['s', 'o', 'r', 't']]"
831,"['р', 'о', 'с']","['r', 'o', 's']","[['r', 'o', 's', 't'], [""r'"", 'i', 's'], ['n', 'o', 's'], ['r', 'o', 's'], ['r', 'o', 't'], ['r', 'o', 't']]"
832,"['р', 'у', 'с', 'ь']","['r', 'u', ""s'""]","[['g', 'u', ""s'""], ['r', 'u', ""l'""]]"
833,"['с', 'п', 'о', 'р']","['s', 'p', 'o', 'r']","[['s', 'p', 'o', 'r', 't'], ['z', 'b', 'o', 'r'], ['p', 'o', 'r']]"
834,"['ф', 'и', 'р', 'м']","[""f'"", 'i', 'r', 'm']","[['f', 'o', 'r', 'm']]"
835,"['б', 'л', 'а', 'г']","['b', 'l', 'a', 'k']","[['f', 'l', 'a', 'k']]"
836,"['с', 'ё', 'м']","[""s'"", 'o', 'm']","[['s', 'a', 'm'], ['ch', 'o', 'm'], ['f', ""s'"", 'o', 'm'], [""s'"", 'i', 'm'], [""n'"", 'o', 'm'], [""s'"", 'e', 'm']]"
837,"['х', 'а', 'н']","['h', 'a', 'n']","[['r', 'a', 'n'], ['d', 'a', 'n'], ['a', 'n'], ['p', 'a', 'n'], ['h', 'a'], ['v', 'a', 'n'], ['s', 'a', 'n'], ['zh', 'a', 'n']]"
838,"['в', 'а', 'с']","['v', 'a', 's']","[['v', 'a', 'j', 's'], ['ch', 'a', 's'], ['v', 'a', 'sh'], ['v', 'a', 'n'], ['v', 'a', 'm'], ['n', 'a', 's'], ['b', 'a', 's'], [""v'"", 'e', 's']]"
839,"['м', 'о', 'й']","['m', 'o', 'j']","[['t', 'o', 'j'], ['m', 'n', 'o', 'j'], ['o', 'j'], ['m', 'o', 'k'], ['b', 'o', 'j'], ['m', 'a', 'j'], ['v', 'o', 'j'], ['m', 'o', 'l']]"
840,"['т', 'о', 'л', 'ь']","['t', 'o', ""l'""]","[['n', 'o', ""l'""], ['t', 'o', 'l', 'k'], ['s', 't', 'o', ""l'""], ['b', 'o', ""l'""], ['k', 'o', ""l'""], ['r', 'o', ""l'""], ['s', 'o', ""l'""]]"
841,"['б', 'у', 'к', 'в']","['b', 'u', 'k', 'f']",[]
842,"['в', 'н', 'у', 'к']","['v', 'n', 'u', 'k']",[]
843,"['в', 'с', 'е']","['f', ""s'"", 'e']","[['v', ""n'"", 'e'], ['f', ""s'"", 'u'], ['f', ""s'"", 'e', 'h'], ['f', ""s'"", 'e', 'm'], [""s'"", 'e'], ['f', ""s'"", 'e', 'j'], ['f', ""s'"", 'a'], ['f', ""s'"", 'o']]"
844,"['ж', 'ё', 'н']","['zh', 'o', 'n']","[['zh', 'a', 'n']]"
845,"['п', 'е', 'л']","[""p'"", 'e', 'l']","[['j', 'e', 'l'], [""d'"", 'e', 'l'], [""t'"", 'e', 'l'], [""p'"", 'e', 'j'], ['p', 'a', 'l'], ['p', 'o', 'l'], [""p'"", 'i', 'l'], [""s'"", 'e', 'l']]"
846,"['р', 'и', 'с', 'к']","[""r'"", 'i', 's', 'k']","[[""r'"", 'i', 's']]"
847,"['р', 'у', 'л', 'ь']","['r', 'u', ""l'""]","[['r', 'o', ""l'""], ['p', 'u', ""l'""], ['r', 'u', 'b', ""l'""], ['r', 'u', ""s'""]]"
848,"['с', 'н', 'я', 'в']","[""s'"", ""n'"", 'a', 'f']","[['s', 'n', 'o', 'f'], [""s'"", ""n'"", 'a', 'l'], [""s'"", ""n'"", 'a', 't']]"
849,"['в', 'о', 'ж', 'д', 'ь']","['v', 'o', 'zh', ""t'""]","[['d', 'o', 'zh', ""t'""]]"
850,"['в', 'н', 'у', 'т', 'р', 'ь']","['v', 'n', 'u', 't', ""r'""]",[]
851,"['д', 'а', 'р']","['d', 'a', 'r']","[['d', 'a', 'f'], ['d', 'a', 'n'], ['d', 'a', 'k'], ['p', 'a', 'r'], ['d', 'a'], ['d', 'a', 'm'], ['d', 'a', 'l'], ['zh', 'a', 'r'], ['sh', 'a', 'r'], ['d', 'a', 'j']]"
852,"['д', 'а', 'л']","['d', 'a', 'l']","[[""d'"", 'e', 'l'], ['d', 'a', 'f'], ['d', 'a', 'n'], ['b', 'a', 'l'], ['d', 'a', ""l'""], ['m', 'a', 'l'], ['d', 'a', 'k'], ['d', 'u', 'l'], ['d', 'a'], ['d', 'a', 'r'], ['zh', 'd', 'a', 'l'], ['z', 'a', 'l'], ['d', 'a', 'm'], ['z', 'd', 'a', 'l'], ['p', 'a', 'l'], ['d', 'a', 'j']]"
853,"['ж', 'е', 'с', 'т']","['zh', 'e', 's', 't']","[['j', 'e', 's', 't'], [""m'"", 'e', 's', 't']]"
854,"['з', 'н', 'а', 'й']","['z', 'n', 'a', 'j']","[['z', 'n', 'a', 'k'], ['z', 'n', 'a', 'l']]"
855,"['л', 'е', 'з', 'т', 'ь']","[""l'"", 'e', ""s'"", ""t'""]",[]
856,"['л', 'б', 'о', 'м']","['l', 'b', 'o', 'm']",[]
857,"['н', 'у', 'ж', 'д']","['n', 'u', 'zh', 't']",[]
858,"['п', 'а', 'р']","['p', 'a', 'r']","[['p', 'a', 'r', 'k'], ['p', 'a', 'n'], [""p'"", 'i', 'r'], ['d', 'a', 'r'], ['p', 'o', 'r'], ['zh', 'a', 'r'], ['p', 'a', 'l'], ['sh', 'a', 'r']]"
859,"['п', 'о', 'с', 'т']","['p', 'o', 's', 't']","[['p', 'r', 'o', 's', 't'], ['r', 'o', 's', 't'], ['p', 'o', 't'], ['m', 'o', 's', 't'], ['p', 'o', 'r', 't'], ['t', 'o', 's', 't'], ['p', 'u', 's', 't']]"
860,"['с', 'е']","[""s'"", 'e']","[['zh', 'e'], [""t'"", 'e'], [""n'"", 'e'], ['j', 'e'], [""s'"", 'e', 'j'], ['f', ""s'"", 'e'], [""s'"", ""n'"", 'e'], [""s'"", 'e', 'm'], [""d'"", 'e'], ['s', 'o'], [""s'"", 'e', 'l']]"
861,"['с', 'л', 'у', 'ж', 'б']","['s', 'l', 'u', 'zh', 'p']",[]
862,"['с', 'о', 'л', 'ь']","['s', 'o', ""l'""]","[['n', 'o', ""l'""], ['s', 'k', 'o', ""l'""], ['s', 't', 'o', ""l'""], ['t', 'o', ""l'""], ['k', 'o', ""l'""], ['r', 'o', ""l'""], ['b', 'o', ""l'""]]"
863,"['с', 'т', 'а', 'р']","['s', 't', 'a', 'r']","[['s', 't', 'a', 'f'], ['s', 't', 'a'], ['s', 't', 'a', 'l'], ['s', 't', 'a', 'n']]"
864,"['т', 'а', 'й', 'н']","['t', 'a', 'j', 'n']",[]
