word,pos,grapheme,phoneme_real,total_freq
им,1,и,i0,254304
им,2,м,m,254304
их,1,и,i0,814923
их,2,х,h,814923
ишь,1,и,i0,6955
ишь,2,ш,sh,6955
ишь,3,ь,-,6955
ка,1,к,k,25299
ка,2,а,a0,25299
казнь,1,к,k,4032
казнь,2,а,a0,4032
казнь,3,з,z',4032
казнь,4,н,n',4032
казнь,5,ь,-,4032
как,1,к,k,2477625
как,2,а,a0,2477625
как,3,к,k,2477625
кант,1,к,k,2117
кант,2,а,a0,2117
кант,3,н,n,2117
кант,4,т,t,2117
карл,1,к,k,5141
карл,2,а,a0,5141
карл,3,р,r,5141
карл,4,л,l,5141
карт,1,к,k,2721
карт,2,а,a0,2721
карт,3,р,r,2721
карт,4,т,t,2721
кем,1,к,k',27013
кем,2,е,e0,27013
кем,3,м,m,27013
класс,1,к,k,14514
класс,2,л,l,14514
класс,3,а,a0,14514
класс,4,с,s,14514
класс,5,с,-,14514
класть,1,к,k,1814
класть,2,л,l,1814
класть,3,а,a0,1814
класть,4,с,s',1814
класть,5,т,t',1814
класть,6,ь,-,1814
клим,1,к,k,3225
клим,2,л,l',3225
клим,3,и,i0,3225
клим,4,м,m,3225
клуб,1,к,k,8467
клуб,2,л,l,8467
клуб,3,у,u0,8467
клуб,4,б,p,8467
ключ,1,к,k,11490
ключ,2,л,l',11490
ключ,3,ю,u0,11490
ключ,4,ч,ch,11490
книг,1,к,k,24191
книг,2,н,n',24191
книг,3,и,i0,24191
книг,4,г,k,24191
князь,1,к,k,61888
князь,2,н,n',61888
князь,3,я,a0,61888
князь,4,з,s',61888
князь,5,ь,-,61888
ко,1,к,k,121256
ко,2,о,o0,121256
коль,1,к,k,5443
коль,2,о,o0,5443
коль,3,л,l',5443
коль,4,ь,-,5443
ком,1,к,k,2621
ком,2,о,o0,2621
ком,3,м,m,2621
конь,1,к,k,7761
конь,2,о,o0,7761
конь,3,н,n',7761
конь,4,ь,-,7761
кость,1,к,k,5040
кость,2,о,o0,5040
кость,3,с,s',5040
кость,4,т,t',5040
кость,5,ь,-,5040
кот,1,к,k,4334
кот,2,о,o0,4334
кот,3,т,t,4334
край,1,к,k,15320
край,2,р,r,15320
край,3,а,a0,15320
край,4,й,j,15320
кран,1,к,k,1512
кран,2,р,r,1512
кран,3,а,a0,1512
кран,4,н,n,1512
кремль,1,к,k,4435
кремль,2,р,r',4435
кремль,3,е,e0,4435
кремль,4,м,m,4435
кремль,5,л,l',4435
кремль,6,ь,-,4435
крест,1,к,k,11894
крест,2,р,r',11894
крест,3,е,e0,11894
крест,4,с,s,11894
крест,5,т,t,11894
крик,1,к,k,14212
крик,2,р,r',14212
крик,3,и,i0,14212
крик,4,к,k,14212
кровь,1,к,k,33161
кровь,2,р,r,33161
кровь,3,о,o0,33161
кровь,4,в,f',33161
кровь,5,ь,-,33161
круг,1,к,k,17639
круг,2,р,r,17639
круг,3,у,u0,17639
круг,4,г,k,17639
крым,1,к,k,3931
крым,2,р,r,3931
крым,3,ы,y0,3931
крым,4,м,m,3931
крыш,1,к,k,1613
крыш,2,р,r,1613
крыш,3,ы,y0,1613
крыш,4,ш,sh,1613
кто,1,к,k,305810
кто,2,т,t,305810
кто,3,о,o0,305810
кур,1,к,k,1512
кур,2,у,u0,1512
кур,3,р,r,1512
курс,1,к,k,13809
курс,2,у,u0,13809
курс,3,р,r,13809
курс,4,с,s,13809
куст,1,к,k,1512
куст,2,у,u0,1512
куст,3,с,s,1512
куст,4,т,t,1512
ла,1,л,l,1613
ла,2,а,a0,1613
лад,1,л,l,4233
лад,2,а,a0,4233
лад,3,д,t,4233
лба,1,л,l,3024
лба,2,б,b,3024
лба,3,а,a0,3024
лбом,1,л,l,2721
лбом,2,б,b,2721
лбом,3,о,o0,2721
лбом,4,м,m,2721
лбу,1,л,l,7963
лбу,2,б,b,7963
лбу,3,у,u0,7963
лгать,1,л,l,1814
лгать,2,г,g,1814
лгать,3,а,a0,1814
лгать,4,т,t',1814
лгать,5,ь,-,1814
лев,1,л,l',12397
лев,2,е,e0,12397
лев,3,в,f,12397
лед,1,л,l',5241
лед,2,е,e0,5241
лед,3,д,t,5241
лезть,1,л,l',2721
лезть,2,е,e0,2721
лезть,3,з,s',2721
лезть,4,т,t',2721
лезть,5,ь,-,2721
лень,1,л,l',4334
лень,2,е,e0,4334
лень,3,н,n',4334
лень,4,ь,-,4334
лес,1,л,l',31649
лес,2,е,e0,31649
лес,3,с,s,31649
лет,1,л,l',268213
лет,2,е,e0,268213
лет,3,т,t,268213
лечь,1,л,l',4334
лечь,2,е,e0,4334
лечь,3,ч,ch,4334
лечь,4,ь,-,4334
лжи,1,л,l,4838
лжи,2,ж,zh,4838
лжи,3,и,y0,4838
ли,1,л,l',463654
ли,2,и,i0,463654
лик,1,л,l',2217
лик,2,и,i0,2217
лик,3,к,k,2217
лист,1,л,l',12196
лист,2,и,i0,12196
лист,3,с,s,12196
лист,4,т,t,12196
лиц,1,л,l',32557
лиц,2,и,i0,32557
лиц,3,ц,c,32557
лишь,1,л,l',183143
лишь,2,и,i0,183143
лишь,3,ш,sh,183143
лишь,4,ь,-,183143
лоб,1,л,l,13204
лоб,2,о,o0,13204
лоб,3,б,p,13204
ложь,1,л,l,8164
ложь,2,о,o0,8164
ложь,3,ж,sh,8164
ложь,4,ь,-,8164
лорд,1,л,l,2318
лорд,2,о,o0,2318
лорд,3,р,r,2318
лорд,4,д,t,2318
луч,1,л,l,5544
луч,2,у,u0,5544
луч,3,ч,ch,5544
льва,1,л,l',5141
льва,2,ь,-,5141
льва,3,в,v,5141
льва,4,а,a0,5141
львов,1,л,l',2318
львов,2,ь,-,2318
львов,3,в,v,2318
львов,4,о,o0,2318
львов,5,в,f,2318
льда,1,л,l',4838
льда,2,ь,-,4838
льда,3,д,d,4838
льда,4,а,a0,4838
льдом,1,л,l',3225
льдом,2,ь,-,3225
льдом,3,д,d,3225
льдом,4,о,o0,3225
льдом,5,м,m,3225
льду,1,л,l',4738
льду,2,ь,-,4738
льду,3,д,d,4738
льду,4,у,u0,4738
льна,1,л,l',2016
льна,2,ь,-,2016
льна,3,н,n,2016
льна,4,а,a0,2016
люк,1,л,l',2217
люк,2,ю,u0,2217
люк,3,к,k,2217
лёг,1,л,l',10079
лёг,2,ё,o0,10079
лёг,3,г,k,10079
лёд,1,л,l',4032
лёд,2,ё,o0,4032
лёд,3,д,t,4032
май,1,м,m,1714
май,2,а,a0,1714
май,3,й,j,1714
макс,1,м,m,2721
макс,2,а,a0,2721
макс,3,к,k,2721
макс,4,с,s,2721
мал,1,м,m,2117
мал,2,а,a0,2117
мал,3,л,l,2117
марк,1,м,m,6350
марк,2,а,a0,6350
марк,3,р,r,6350
марк,4,к,k,6350
маркс,1,м,m,3225
маркс,2,а,a0,3225
маркс,3,р,r,3225
маркс,4,к,k,3225
маркс,5,с,s,3225
марш,1,м,m,4032
марш,2,а,a0,4032
марш,3,р,r,4032
марш,4,ш,sh,4032
масс,1,м,m,7660
масс,2,а,a0,7660
масс,3,с,s,7660
масс,4,с,-,7660
мать,1,м,m,91421
мать,2,а,a0,91421
мать,3,т,t',91421
мать,4,ь,-,91421
меж,1,м,m',8668
меж,2,е,e0,8668
меж,3,ж,sh,8668
мер,1,м,m',7862
мер,2,е,e0,7862
мер,3,р,r,7862
мертв,1,м,m',1814
мертв,2,е,e0,1814
мертв,3,р,r,1814
мертв,4,т,t,1814
мертв,5,в,f,1814
мест,1,м,m',21368
мест,2,е,e0,21368
мест,3,с,s,21368
мест,4,т,t,21368
месть,1,м,m',2419
месть,2,е,e0,2419
месть,3,с,s',2419
месть,4,т,t',2419
месть,5,ь,-,2419
меч,1,м,m',4938
меч,2,е,e0,4938
меч,3,ч,ch,4938
миг,1,м,m',11289
миг,2,и,i0,11289
миг,3,г,k,11289
мил,1,м,m',2721
мил,2,и,i0,2721
мил,3,л,l,2721
миль,1,м,m',3528
миль,2,и,i0,3528
миль,3,л,l',3528
миль,4,ь,-,3528
мир,1,м,m',83760
мир,2,и,i0,83760
мир,3,р,r,83760
мисс,1,м,m',2117
мисс,2,и,i0,2117
мисс,3,с,s,2117
мисс,4,с,-,2117
миф,1,м,m',2117
миф,2,и,i0,2117
миф,3,ф,f,2117
мне,1,м,m,908257
мне,2,н,n',908257
мне,3,е,e0,908257
мной,1,м,m,77612
мной,2,н,n,77612
мной,3,о,o0,77612
мной,4,й,j,77612
мог,1,м,m,162783
мог,2,о,o0,162783
мог,3,г,k,162783
мозг,1,м,m,7963
мозг,2,о,o0,7963
мозг,3,з,z,7963
мозг,4,г,k,7963
мой,1,м,m,178506
мой,2,о,o0,178506
мой,3,й,j,178506
мол,1,м,m,24291
мол,2,о,o0,24291
мол,3,л,l,24291
мост,1,м,m,12398
мост,2,о,o0,12398
мост,3,с,s,12398
мост,4,т,t,12398
мощь,1,м,m,4132
мощь,2,о,o0,4132
мощь,3,щ,sc,4132
мощь,4,ь,-,4132
мрак,1,м,m,1915
мрак,2,р,r,1915
мрак,3,а,a0,1915
мрак,4,к,k,1915
муж,1,м,m,31750
муж,2,у,u0,31750
муж,3,ж,sh,31750
мух,1,м,m,2318
мух,2,у,u0,2318
мух,3,х,h,2318
мы,1,м,m,1007338
мы,2,ы,y0,1007338
мысль,1,м,m,66726
мысль,2,ы,y0,66726
мысль,3,с,s,66726
мысль,4,л,l',66726
мысль,5,ь,-,66726
мыть,1,м,m,2217
мыть,2,ы,y0,2217
мыть,3,т,t',2217
мыть,4,ь,-,2217
мышц,1,м,m,3024
мышц,2,ы,y0,3024
мышц,3,ш,sh,3024
мышц,4,ц,c,3024
мышь,1,м,m,2923
мышь,2,ы,y0,2923
мышь,3,ш,sh,2923
мышь,4,ь,-,2923
мэр,1,м,m,3225
мэр,2,э,e0,3225
мэр,3,р,r,3225
мя,1,м,m',1814
мя,2,я,a0,1814
мяч,1,м,m',5040
мяч,2,я,a0,5040
мяч,3,ч,ch,5040
мёд,1,м,m',1613
мёд,2,ё,o0,1613
мёд,3,д,t,1613
на,1,н,n,5985369
на,2,а,a0,5985369
над,1,н,n,231525
над,2,а,a0,231525
над,3,д,t,231525
нам,1,н,n,268616
нам,2,а,a0,268616
нам,3,м,m,268616
напр,1,н,n,3225
напр,2,а,a0,3225
напр,3,п,p,3225
напр,4,р,r,3225
нас,1,н,n,427167
нас,2,а,a0,427167
нас,3,с,s,427167
наш,1,н,n,88497
наш,2,а,a0,88497
наш,3,ш,sh,88497
не,1,н,n',6775092
не,2,е,e0,6775092
негр,1,н,n',1613
негр,2,е,e0,1613
негр,3,г,g,1613
негр,4,р,r,1613
недр,1,н,n',2520
недр,2,е,e0,2520
недр,3,д,d,2520
недр,4,р,r,2520
ней,1,н,n',238883
ней,2,е,e0,238883
ней,3,й,j,238883
нет,1,н,n',521006
нет,2,е,e0,521006
нет,3,т,t,521006
нефть,1,н,n',3629
нефть,2,е,e0,3629
нефть,3,ф,f,3629
нефть,4,т,t',3629
нефть,5,ь,-,3629
ни,1,н,n',630871
ни,2,и,i0,630871
ним,1,н,n',248961
ним,2,и,i0,248961
ним,3,м,m,248961
нить,1,н,n',1613
нить,2,и,i0,1613
нить,3,т,t',1613
нить,4,ь,-,1613
них,1,н,n',329193
них,2,и,i0,329193
них,3,х,h,329193
но,1,н,n,2161635
но,2,о,o0,2161635
ног,1,н,n,23183
ног,2,о,o0,23183
ног,3,г,k,23183
нож,1,н,n,9071
нож,2,о,o0,9071
нож,3,ж,sh,9071
ноль,1,н,n,2217
ноль,2,о,o0,2217
ноль,3,л,l',2217
ноль,4,ь,-,2217
норм,1,н,n,5544
норм,2,о,o0,5544
норм,3,р,r,5544
норм,4,м,m,5544
нос,1,н,n,23283
нос,2,о,o0,23283
нос,3,с,s,23283
ночь,1,н,n,80535
ночь,2,о,o0,80535
ночь,3,ч,ch,80535
ночь,4,ь,-,80535
ну,1,н,n,329194
ну,2,у,u0,329194
нужд,1,н,n,2721
нужд,2,у,u0,2721
нужд,3,ж,zh,2721
нужд,4,д,t,2721
нём,1,н,n',135568
нём,2,ё,o0,135568
нём,3,м,m,135568
нёс,1,н,n',4536
нёс,2,ё,o0,4536
нёс,3,с,s,4536
о,1,о,o0,1390861
об,1,о,o0,264283
об,2,б,p,264283
ой,1,о,o0,13809
ой,2,й,j,13809
он,1,о,o0,2613093
он,2,н,n,2613093
от,1,о,o0,1448616
от,2,т,t,1448616
ох,1,о,o0,15422
ох,2,х,h,15422
пал,1,п,p,3125
пал,2,а,a0,3125
пал,3,л,l,3125
пан,1,п,p,4435
пан,2,а,a0,4435
пан,3,н,n,4435
пар,1,п,p,7358
пар,2,а,a0,7358
пар,3,р,r,7358
парк,1,п,p,5947
парк,2,а,a0,5947
парк,3,р,r,5947
парк,4,к,k,5947
пей,1,п,p',3225
пей,2,е,e0,3225
пей,3,й,j,3225
пел,1,п,p',8668
пел,2,е,e0,8668
пел,3,л,l,8668
песнь,1,п,p',2016
песнь,2,е,e0,2016
песнь,3,с,s',2016
песнь,4,н,n',2016
песнь,5,ь,-,2016
петь,1,п,p',10180
петь,2,е,e0,10180
петь,3,т,t',10180
петь,4,ь,-,10180
печь,1,п,p',6047
печь,2,е,e0,6047
печь,3,ч,ch,6047
печь,4,ь,-,6047
пил,1,п,p',11491
пил,2,и,i0,11491
пил,3,л,l,11491
пир,1,п,p',4838
пир,2,и,i0,4838
пир,3,р,r,4838
пить,1,п,p',25098
пить,2,и,i0,25098
пить,3,т,t',25098
пить,4,ь,-,25098
план,1,п,p,23586
план,2,л,l,23586
план,3,а,a0,23586
план,4,н,n,23586
плач,1,п,p,2923
плач,2,л,l,2923
плач,3,а,a0,2923
плач,4,ч,ch,2923
плачь,1,п,p,2419
плачь,2,л,l,2419
плачь,3,а,a0,2419
плачь,4,ч,ch,2419
плачь,5,ь,-,2419
плащ,1,п,p,2419
плащ,2,л,l,2419
плащ,3,а,a0,2419
плащ,4,щ,sc,2419
плен,1,п,p,8366
плен,2,л,l',8366
плен,3,е,e0,8366
плен,4,н,n,8366
плеч,1,п,p,3225
плеч,2,л,l',3225
плеч,3,е,e0,3225
плеч,4,ч,ch,3225
плод,1,п,p,3830
плод,2,л,l,3830
плод,3,о,o0,3830
плод,4,д,t,3830
плоть,1,п,p,3629
плоть,2,л,l,3629
плоть,3,о,o0,3629
плоть,4,т,t',3629
плоть,5,ь,-,3629
плох,1,п,p,2016
плох,2,л,l,2016
плох,3,о,o0,2016
плох,4,х,h,2016
плыл,1,п,p,2520
плыл,2,л,l,2520
плыл,3,ы,y0,2520
плыл,4,л,l,2520
плыть,1,п,p,2117
плыть,2,л,l,2117
плыть,3,ы,y0,2117
плыть,4,т,t',2117
плыть,5,ь,-,2117
плюс,1,п,p,6350
плюс,2,л,l',6350
плюс,3,ю,u0,6350
плюс,4,с,s,6350
по,1,п,p,2154579
по,2,о,o0,2154579
под,1,п,p,432408
под,2,о,o0,432408
под,3,д,t,432408
пол,1,п,p,26912
пол,2,о,o0,26912
пол,3,л,l,26912
полк,1,п,p,14313
полк,2,о,o0,14313
полк,3,л,l,14313
полк,4,к,k,14313
поп,1,п,p,4133
поп,2,о,o0,4133
поп,3,п,p,4133
пор,1,п,p,86683
пор,2,о,o0,86683
пор,3,р,r,86683
порт,1,п,p,2923
порт,2,о,o0,2923
порт,3,р,r,2923
порт,4,т,t,2923
пост,1,п,p,10180
пост,2,о,o0,10180
пост,3,с,s,10180
пост,4,т,t,10180
пот,1,п,p,5140
пот,2,о,o0,5140
пот,3,т,t,5140
прав,1,п,p,30037
прав,2,р,r,30037
прав,3,а,a0,30037
прав,4,в,f,30037
прах,1,п,p,3931
прах,2,р,r,3931
прах,3,а,a0,3931
прах,4,х,h,3931
пред,1,п,p,24191
пред,2,р,r',24191
пред,3,е,e0,24191
пред,4,д,t,24191
при,1,п,p,586623
при,2,р,r',586623
при,3,и,i0,586623
приз,1,п,p,1613
приз,2,р,r',1613
приз,3,и,i0,1613
приз,4,з,s,1613
принц,1,п,p,5544
принц,2,р,r',5544
принц,3,и,i0,5544
принц,4,н,n,5544
принц,5,ц,c,5544
про,1,п,p,127706
про,2,р,r,127706
про,3,о,o0,127706
проб,1,п,p,1613
проб,2,р,r,1613
проб,3,о,o0,1613
проб,4,б,p,1613
прост,1,п,p,4233
прост,2,р,r,4233
прост,3,о,o0,4233
прост,4,с,s,4233
прост,5,т,t,4233
прочь,1,п,p,13305
прочь,2,р,r,13305
прочь,3,о,o0,13305
прочь,4,ч,ch,13305
прочь,5,ь,-,13305
псы,1,п,p,1714
псы,2,с,s,1714
псы,3,ы,y0,1714
птиц,1,п,p,10785
птиц,2,т,t',10785
птиц,3,и,i0,10785
птиц,4,ц,c,10785
пуль,1,п,p,2016
пуль,2,у,u0,2016
пуль,3,л,l',2016
пуль,4,ь,-,2016
пункт,1,п,p,7560
пункт,2,у,u0,7560
пункт,3,н,n,7560
пункт,4,к,k,7560
пункт,5,т,t,7560
пуст,1,п,p,2217
пуст,2,у,u0,2217
пуст,3,с,s,2217
пуст,4,т,t,2217
пусть,1,п,p,81341
пусть,2,у,u0,81341
пусть,3,с,s',81341
пусть,4,т,t',81341
пусть,5,ь,-,81341
путь,1,п,p,61182
путь,2,у,u0,61182
путь,3,т,t',61182
путь,4,ь,-,61182
пыль,1,п,p,12196
пыль,2,ы,y0,12196
пыль,3,л,l',12196
пыль,4,ь,-,12196
пьер,1,п,p',3729
пьер,2,ь,-,3729
пьер,3,е,je0,3729
пьер,4,р,r,3729
пьес,1,п,p',3024
пьес,2,ь,-,3024
пьес,3,е,je0,3024
пьес,4,с,s,3024
пьет,1,п,p',4435
пьет,2,ь,-,4435
пьет,3,е,je0,4435
пьет,4,т,t,4435
пью,1,п,p',3024
пью,2,ь,-,3024
пью,3,ю,ju0,3024
пьют,1,п,p',4233
пьют,2,ь,-,4233
пьют,3,ю,ju0,4233
пьют,4,т,t,4233
пьян,1,п,p',4334
пьян,2,ь,-,4334
пьян,3,я,ja0,4334
пьян,4,н,n,4334
пьёт,1,п,p',3326
пьёт,2,ь,-,3326
пьёт,3,ё,jo0,3326
пьёт,4,т,t,3326
пять,1,п,p',78317
пять,2,я,a0,78317
пять,3,т,t',78317
пять,4,ь,-,78317
пёс,1,п,p',4435
пёс,2,ё,o0,4435
пёс,3,с,s,4435
пётр,1,п,p',40217
пётр,2,ё,o0,40217
пётр,3,т,t,40217
пётр,4,р,r,40217
раб,1,р,r,3830
раб,2,а,a0,3830
раб,3,б,p,3830
рад,1,р,r,19151
рад,2,а,a0,19151
рад,3,д,t,19151
раз,1,р,r,348546
раз,2,а,a0,348546
раз,3,з,s,348546
рай,1,р,r,4939
рай,2,а,a0,4939
рай,3,й,j,4939
рак,1,р,r,1915
рак,2,а,a0,1915
рак,3,к,k,1915
ран,1,р,r,2923
ран,2,а,a0,2923
ран,3,н,n,2923
рвать,1,р,r,1915
рвать,2,в,v,1915
рвать,3,а,a0,1915
рвать,4,т,t',1915
рвать,5,ь,-,1915
рвёт,1,р,r,1915
рвёт,2,в,v',1915
рвёт,3,ё,o0,1915
рвёт,4,т,t,1915
рейс,1,р,r',2117
рейс,2,е,e0,2117
рейс,3,й,j,2117
рейс,4,с,s,2117
рек,1,р,r',4435
рек,2,е,e0,4435
рек,3,к,k,4435
речь,1,р,r',58763
речь,2,е,e0,58763
речь,3,ч,ch,58763
речь,4,ь,-,58763
ржи,1,р,r,2318
ржи,2,ж,zh,2318
ржи,3,и,y0,2318
рим,1,р,r',5745
рим,2,и,i0,5745
рим,3,м,m,5745
рис,1,р,r',7661
рис,2,и,i0,7661
рис,3,с,s,7661
риск,1,р,r',4939
риск,2,и,i0,4939
риск,3,с,s,4939
риск,4,к,k,4939
ритм,1,р,r',1814
ритм,2,и,i0,1814
ритм,3,т,t,1814
ритм,4,м,m,1814
род,1,р,r,10382
род,2,о,o0,10382
род,3,д,t,10382
рожь,1,р,r,1714
рожь,2,о,o0,1714
рожь,3,ж,sh,1714
рожь,4,ь,-,1714
роз,1,р,r,2217
роз,2,о,o0,2217
роз,3,з,s,2217
роль,1,р,r,52211
роль,2,о,o0,52211
роль,3,л,l',52211
роль,4,ь,-,52211
рос,1,р,r,2923
рос,2,о,o0,2923
рос,3,с,s,2923
рост,1,р,r,19756
рост,2,о,o0,19756
рост,3,с,s,19756
рост,4,т,t,19756
рот,1,р,r,28121
рот,2,о,o0,28121
рот,3,т,t,28121
рта,1,р,r,8164
рта,2,т,t,8164
рта,3,а,a0,8164
ртом,1,р,r,4637
ртом,2,т,t,4637
ртом,3,о,o0,4637
ртом,4,м,m,4637
рту,1,р,r,4536
рту,2,т,t,4536
рту,3,у,u0,4536
рты,1,р,r,1714
рты,2,т,t,1714
рты,3,ы,y0,1714
руб,1,р,r,3931
руб,2,у,u0,3931
руб,3,б,p,3931
рубль,1,р,r,6955
рубль,2,у,u0,6955
рубль,3,б,b,6955
рубль,4,л,l',6955
рубль,5,ь,-,6955
рук,1,р,r,33565
рук,2,у,u0,33565
рук,3,к,k,33565
руль,1,р,r,2822
руль,2,у,u0,2822
руль,3,л,l',2822
руль,4,ь,-,2822
русь,1,р,r,6350
русь,2,у,u0,6350
русь,3,с,s',6350
русь,4,ь,-,6350
рыб,1,р,r,3326
рыб,2,ы,y0,3326
рыб,3,б,p,3326
ряд,1,р,r',32959
ряд,2,я,a0,32959
ряд,3,д,t,32959
рёв,1,р,r',2520
рёв,2,ё,o0,2520
рёв,3,в,f,2520
сад,1,с,s,22175
сад,2,а,a0,22175
сад,3,д,t,22175
сам,1,с,s,253901
сам,2,а,a0,253901
сам,3,м,m,253901
сан,1,с,s,1814
сан,2,а,a0,1814
сан,3,н,n,1814
сбил,1,с,z,1814
сбил,2,б,b',1814
сбил,3,и,i0,1814
сбил,4,л,l,1814
сбить,1,с,z,1613
сбить,2,б,b',1613
сбить,3,и,i0,1613
сбить,4,т,t',1613
сбить,5,ь,-,1613
сбор,1,с,z,7055
сбор,2,б,b,7055
сбор,3,о,o0,7055
сбор,4,р,r,7055
сверх,1,с,s,10382
сверх,2,в,v',10382
сверх,3,е,e0,10382
сверх,4,р,r,10382
сверх,5,х,h,10382
свет,1,с,s,58259
свет,2,в,v',58259
свет,3,е,e0,58259
свет,4,т,t,58259
свист,1,с,s,2621
свист,2,в,v',2621
свист,3,и,i0,2621
свист,4,с,s,2621
свист,5,т,t,2621
свод,1,с,s,3730
свод,2,в,v,3730
свод,3,о,o0,3730
свод,4,д,t,3730
свой,1,с,s,144438
свой,2,в,v,144438
свой,3,о,o0,144438
свой,4,й,j,144438
свойств,1,с,s,7459
свойств,2,в,v,7459
свойств,3,о,o0,7459
свойств,4,й,j,7459
свойств,5,с,s,7459
свойств,6,т,t,7459
свойств,7,в,f,7459
связь,1,с,s,26408
связь,2,в,v',26408
связь,3,я,a0,26408
связь,4,з,s',26408
связь,5,ь,-,26408
сдал,1,с,z,5040
сдал,2,д,d,5040
сдал,3,а,a0,5040
сдал,4,л,l,5040
сдать,1,с,z,4737
сдать,2,д,d,4737
сдать,3,а,a0,4737
сдать,4,т,t',4737
сдать,5,ь,-,4737
се,1,с,s',2721
се,2,е,e0,2721
сей,1,с,s',33162
сей,2,е,e0,33162
сей,3,й,j,33162
сел,1,с,s',35580
сел,2,е,e0,35580
сел,3,л,l,35580
сем,1,с,s',4939
сем,2,е,e0,4939
сем,3,м,m,4939
семь,1,с,s',27819
семь,2,е,e0,27819
семь,3,м,m',27819
семь,4,ь,-,27819
сесть,1,с,s',8769
сесть,2,е,e0,8769
сесть,3,с,s',8769
сесть,4,т,t',8769
сесть,5,ь,-,8769
сеть,1,с,s',7862
сеть,2,е,e0,7862
сеть,3,т,t',7862
сеть,4,ь,-,7862
сжал,1,с,-,1714
сжал,2,ж,zh,1714
сжал,3,а,a0,1714
сжал,4,л,l,1714
сжечь,1,с,-,1613
сжечь,2,ж,zh,1613
сжечь,3,е,e0,1613
сжечь,4,ч,ch,1613
сжечь,5,ь,-,1613
сил,1,с,s',49994
сил,2,и,i0,49994
сил,3,л,l,49994
сим,1,с,s',3831
сим,2,и,i0,3831
сим,3,м,m,3831
сих,1,с,s',57453
сих,2,и,i0,57453
сих,3,х,h,57453
скал,1,с,s,3225
скал,2,к,k,3225
скал,3,а,a0,3225
скал,4,л,l,3225
сквозь,1,с,s,48482
сквозь,2,к,k,48482
сквозь,3,в,v,48482
сквозь,4,о,o0,48482
сквозь,5,з,s',48482
сквозь,6,ь,-,48482
склад,1,с,s,4637
склад,2,к,k,4637
склад,3,л,l,4637
склад,4,а,a0,4637
склад,5,д,t,4637
сколь,1,с,s,6955
сколь,2,к,k,6955
сколь,3,о,o0,6955
сколь,4,л,l',6955
сколь,5,ь,-,6955
скот,1,с,s,2318
скот,2,к,k,2318
скот,3,о,o0,2318
скот,4,т,t,2318
скрип,1,с,s,2117
скрип,2,к,k,2117
скрип,3,р,r',2117
скрип,4,и,i0,2117
скрип,5,п,p,2117
скрыть,1,с,s,7156
скрыть,2,к,k,7156
скрыть,3,р,r,7156
скрыть,4,ы,y0,7156
скрыть,5,т,t',7156
скрыть,6,ь,-,7156
слаб,1,с,s,3931
слаб,2,л,l,3931
слаб,3,а,a0,3931
слаб,4,б,p,3931
след,1,с,s,9172
след,2,л,l',9172
след,3,е,e0,9172
след,4,д,t,9172
слез,1,с,s,11087
слез,2,л,l',11087
слез,3,е,e0,11087
слез,4,з,s,11087
слов,1,с,s,45357
слов,2,л,l,45357
слов,3,о,o0,45357
слов,4,в,f,45357
слой,1,с,s,7056
слой,2,л,l,7056
слой,3,о,o0,7056
слой,4,й,j,7056
слон,1,с,s,2117
слон,2,л,l,2117
слон,3,о,o0,2117
слон,4,н,n,2117
служб,1,с,s,2721
служб,2,л,l,2721
служб,3,у,u0,2721
служб,4,ж,zh,2721
служб,5,б,p,2721
слух,1,с,s,10584
слух,2,л,l,10584
слух,3,у,u0,10584
слух,4,х,h,10584
слышь,1,с,s,2419
слышь,2,л,l,2419
слышь,3,ы,y0,2419
слышь,4,ш,sh,2419
слышь,5,ь,-,2419
смей,1,с,s,1814
смей,2,м,m',1814
смей,3,е,e0,1814
смей,4,й,j,1814
смел,1,с,s,3225
смел,2,м,m',3225
смел,3,е,e0,3225
смел,4,л,l,3225
смерть,1,с,s,44148
смерть,2,м,m',44148
смерть,3,е,e0,44148
смерть,4,р,r,44148
смерть,5,т,t',44148
смерть,6,ь,-,44148
смесь,1,с,s,6350
смесь,2,м,m',6350
смесь,3,е,e0,6350
смесь,4,с,s',6350
смесь,5,ь,-,6350
смех,1,с,s,12801
смех,2,м,m',12801
смех,3,е,e0,12801
смех,4,х,h,12801
смог,1,с,s,13002
смог,2,м,m,13002
смог,3,о,o0,13002
смог,4,г,k,13002
смысл,1,с,s,36991
смысл,2,м,m,36991
смысл,3,ы,y0,36991
смысл,4,с,s,36991
смысл,5,л,l,36991
сна,1,с,s,9071
сна,2,н,n,9071
сна,3,а,a0,9071
сне,1,с,s',17538
сне,2,н,n',17538
сне,3,е,e0,17538
снег,1,с,s',27618
снег,2,н,n',27618
снег,3,е,e0,27618
снег,4,г,k,27618
снов,1,с,s,2016
снов,2,н,n,2016
снов,3,о,o0,2016
снов,4,в,f,2016
сном,1,с,s,7963
сном,2,н,n,7963
сном,3,о,o0,7963
сном,4,м,m,7963
сны,1,с,s,4334
сны,2,н,n,4334
сны,3,ы,y0,4334
сняв,1,с,s',2822
сняв,2,н,n',2822
сняв,3,я,a0,2822
сняв,4,в,f,2822
снял,1,с,s',13406
снял,2,н,n',13406
снял,3,я,a0,13406
снял,4,л,l,13406
снят,1,с,s',1613
снят,2,н,n',1613
снят,3,я,a0,1613
снят,4,т,t,1613
снять,1,с,s',10382
снять,2,н,n',10382
